Country,Population,GDP,Life_expectancy,Region,Year,Year_num
Georgia,4524444,19383524786,71.5,CIS,01/01/2004 0:00:00,2004
Germany,81417791,3019188188965,79.2,Europe,01/01/2004 0:00:00,2004
Ghana,20840493,52241256223,60.5,Africa,01/01/2004 0:00:00,2004
Greece,11047739,320726292745,79.4,Europe,01/01/2004 0:00:00,2004
Greenland,56869,1911169069,68.8,Europe,01/01/2004 0:00:00,2004
Grenada,102657,1155953715,69.3,South/Latin America,01/01/2004 0:00:00,2004
Guadeloupe,447936,3281300121,78.3,South/Latin America,01/01/2004 0:00:00,2004
Guatemala,12877711,79689820964,70.2,South/Latin America,01/01/2004 0:00:00,2004
Guinea,9464771,10503708748,55.6,Africa,01/01/2004 0:00:00,2004
Guinea-Bissau,1431816,1566939056,52.8,Africa,01/01/2004 0:00:00,2004
Guyana,742162,3442262170,64.2,South/Latin America,01/01/2004 0:00:00,2004
Haiti,9119182,14142192470,58.6,South/Latin America,01/01/2004 0:00:00,2004
Honduras,6753352,26320848141,71,South/Latin America,01/01/2004 0:00:00,2004
Hungary,10117213,213245927455,72.9,Europe,01/01/2004 0:00:00,2004
Iceland,293084,11315316486,81.5,Europe,01/01/2004 0:00:00,2004
India,1126419321,3476971345273,63.2,Asia & Pacific,01/01/2004 0:00:00,2004
Indonesia,223268606,1403682489907,66.7,Asia & Pacific,01/01/2004 0:00:00,2004
Iraq,26320530,301183691989,66.3,Arab States,01/01/2004 0:00:00,2004
Ireland,4119773,178909472934,79.3,Europe,01/01/2004 0:00:00,2004
Israel,6470045,165248270965,79.5,Europe,01/01/2004 0:00:00,2004
Italy,58348332,2074923692701,80.9,Europe,01/01/2004 0:00:00,2004
Jamaica,2664049,23016800076,75,South/Latin America,01/01/2004 0:00:00,2004
Japan,126773081,4207299408555,81.9,Asia & Pacific,01/01/2004 0:00:00,2004
Jordan,5171633,46415456712,74.1,Arab States,01/01/2004 0:00:00,2004
Kazakhstan,15294474,213111626934,65.3,CIS,01/01/2004 0:00:00,2004
Kenya,34437460,62126252327,56.2,Africa,01/01/2004 0:00:00,2004
Kiribati,90545,165061150,60.6,Asia & Pacific,01/01/2004 0:00:00,2004
Kuwait,2166344,185620193409,78.1,Arab States,01/01/2004 0:00:00,2004
Latvia,2256935,37921099652,71.2,Europe,01/01/2004 0:00:00,2004
Lebanon,3863271,44399214375,77.1,Arab States,01/01/2004 0:00:00,2004
Lesotho,1912042,3773695743,44.2,Africa,01/01/2004 0:00:00,2004
Liberia,3184643,1714745720,57.9,Africa,01/01/2004 0:00:00,2004
Libya,5703224,149325431333,75.2,Arab States,01/01/2004 0:00:00,2004
Lithuania,3376761,56727770997,72.2,Europe,01/01/2004 0:00:00,2004
Luxembourg,451826,38544742301,79.5,Europe,01/01/2004 0:00:00,2004
Madagascar,17763367,23513834621,60.6,Africa,01/01/2004 0:00:00,2004
Malawi,12407618,7360268485,47.5,Africa,01/01/2004 0:00:00,2004
Malaysia,25332026,438515721750,74,Asia & Pacific,01/01/2004 0:00:00,2004
Maldives,299917,2338412867,74.7,Asia & Pacific,01/01/2004 0:00:00,2004
Mali,12474857,18873958677,56.2,Africa,01/01/2004 0:00:00,2004
Malta,394786,10276539188,80.3,Europe,01/01/2004 0:00:00,2004
Marshall Islands,52074,163828493,64.7,Asia & Pacific,01/01/2004 0:00:00,2004
Martinique,396182,5503442538,79.3,South/Latin America,01/01/2004 0:00:00,2004
Mauritania,3064882,7516806799,65.9,Arab States,01/01/2004 0:00:00,2004
Mauritius,1215835,15306475599,72.1,Africa,01/01/2004 0:00:00,2004
Mexico,108257822,1575542520173,75.2,South/Latin America,01/01/2004 0:00:00,2004
Mongolia,2496621,12059543951,63.4,Asia & Pacific,01/01/2004 0:00:00,2004
Montenegro,615332,6470086693,74.8,Europe,01/01/2004 0:00:00,2004
Morocco,30093109,160102492073,72.5,Arab States,01/01/2004 0:00:00,2004
Mozambique,20523159,13278964383,53,Africa,01/01/2004 0:00:00,2004
Myanmar,49582751,108292551528,62.8,Asia & Pacific,01/01/2004 0:00:00,2004
Namibia,2002745,14851958285,52.5,Africa,01/01/2004 0:00:00,2004
Nepal,25198130,48232811471,67,Asia & Pacific,01/01/2004 0:00:00,2004
Netherlands,16253397,651760240429,79.1,Europe,01/01/2004 0:00:00,2004
Netherlands Antilles,183603,4179036443,75.3,South/Latin America,01/01/2004 0:00:00,2004
New Caledonia,225060,7318992657,74.4,Asia & Pacific,01/01/2004 0:00:00,2004
New Zealand,4078779,126543527348,79.4,Asia & Pacific,01/01/2004 0:00:00,2004
Nicaragua,5309703,18806858055,76.4,South/Latin America,01/01/2004 0:00:00,2004
Niger,12996012,9330724678,55.2,Africa,01/01/2004 0:00:00,2004
Nigeria,136033321,538001726904,56.1,Africa,01/01/2004 0:00:00,2004
Northern Mariana Islands,66143,623856276,75.9,Asia & Pacific,01/01/2004 0:00:00,2004
Norway,4589241,282574179657,79.8,Europe,01/01/2004 0:00:00,2004
Oman,2448194,84952559836,75.8,Arab States,01/01/2004 0:00:00,2004
Pakistan,150267989,571454343439,63.1,Asia & Pacific,01/01/2004 0:00:00,2004
Panama,3260611,31060302774,77.1,South/Latin America,01/01/2004 0:00:00,2004
Papua New Guinea,5940048,10312078133,57.7,Asia & Pacific,01/01/2004 0:00:00,2004
Paraguay,5703742,36233740520,73.8,South/Latin America,01/01/2004 0:00:00,2004
Peru,27273188,209210287615,76.7,South/Latin America,01/01/2004 0:00:00,2004
Philippines,84596249,389633505575,69.1,Asia & Pacific,01/01/2004 0:00:00,2004
Poland,38454520,618012846711,75,Europe,01/01/2004 0:00:00,2004
Portugal,10442446,268438080765,78.2,Europe,01/01/2004 0:00:00,2004
Puerto Rico,3773183,134164336134,76.5,South/Latin America,01/01/2004 0:00:00,2004
Qatar,732096,72973852831,75.8,Arab States,01/01/2004 0:00:00,2004
Reunion,781838,5329074029,77.3,Asia & Pacific,01/01/2004 0:00:00,2004
Romania,21578318,305596052967,72,Europe,01/01/2004 0:00:00,2004
Rwanda,8828956,8010899159,57.6,Africa,01/01/2004 0:00:00,2004
Samoa,178794,807647078,71.6,Asia & Pacific,01/01/2004 0:00:00,2004
Sao Tome and Principe,149732,316693642,65.4,Africa,01/01/2004 0:00:00,2004
Saudi Arabia,24055573,931541720436,77.5,Arab States,01/01/2004 0:00:00,2004
Senegal,10967016,21460801318,61.7,Africa,01/01/2004 0:00:00,2004
Serbia,9225001,98717685373,72.9,Europe,01/01/2004 0:00:00,2004
Seychelles,87356,1419941028,71.7,Africa,01/01/2004 0:00:00,2004
Sierra Leone,4870467,5696148379,52,Africa,01/01/2004 0:00:00,2004
Singapore,4375230,241379773677,79.8,Asia & Pacific,01/01/2004 0:00:00,2004
Slovenia,1990924,50517822892,77.2,Europe,01/01/2004 0:00:00,2004
Solomon Islands,457841,750971110,61.7,Asia & Pacific,01/01/2004 0:00:00,2004
Somalia,8251054,5013766119,51.6,Arab States,01/01/2004 0:00:00,2004
South Africa,47667150,463981323295,52.8,Africa,01/01/2004 0:00:00,2004
Spain,43167276,1330532103682,80,Europe,01/01/2004 0:00:00,2004
Sri Lanka,19374281,107391230467,69.4,Asia & Pacific,01/01/2004 0:00:00,2004
Sudan,31176209,67846683727,63.7,Arab States,01/01/2004 0:00:00,2004
Suriname,489312,5742121309,69.7,South/Latin America,01/01/2004 0:00:00,2004
Swaziland,1094775,5594613962,43,Africa,01/01/2004 0:00:00,2004
Sweden,8982282,340148725130,80.2,Europe,01/01/2004 0:00:00,2004
Switzerland,7345299,350757542054,81,Europe,01/01/2004 0:00:00,2004
Taiwan,22622000,815121240511,77.3,Asia & Pacific,01/01/2004 0:00:00,2004
Tajikistan,6666628,10317288412,67.5,CIS,01/01/2004 0:00:00,2004
Thailand,65404522,701576973064,72.2,Asia & Pacific,01/01/2004 0:00:00,2004
Timor-Leste,962634,1204589230,66.5,Asia & Pacific,01/01/2004 0:00:00,2004
Togo,5428552,6287443183,56.8,Africa,01/01/2004 0:00:00,2004
Tonga,100226,552091273,69.8,Asia & Pacific,01/01/2004 0:00:00,2004
Trinidad and Tobago,1290535,30641335654,70.9,South/Latin America,01/01/2004 0:00:00,2004
Tunisia,10017439,85755818786,76,Arab States,01/01/2004 0:00:00,2004
Turkey,66973561,971430280565,75.8,Europe,01/01/2004 0:00:00,2004
Turkmenistan,4696876,29189453497,65.3,CIS,01/01/2004 0:00:00,2004
Uganda,27114742,27965445045,52,Africa,01/01/2004 0:00:00,2004
Ukraine,47127110,332998463121,67.5,CIS,01/01/2004 0:00:00,2004
United Arab Emirates,3975945,209361315589,74.4,Arab States,01/01/2004 0:00:00,2004
United Kingdom,59846226,2071750316646,78.7,Europe,01/01/2004 0:00:00,2004
United States,293530886,14360536492118,77.6,North America,01/01/2004 0:00:00,2004
Uruguay,3324096,39494206511,75.3,South/Latin America,01/01/2004 0:00:00,2004
Uzbekistan,25627007,72875751099,68.3,CIS,01/01/2004 0:00:00,2004
Vanuatu,204144,506312332,62.6,Asia & Pacific,01/01/2004 0:00:00,2004
Venezuela,26314483,360560227816,74.3,South/Latin America,01/01/2004 0:00:00,2004
Vietnam,83439812,261611617683,73,Asia & Pacific,01/01/2004 0:00:00,2004
Zambia,11725635,25424816058,46.3,Africa,01/01/2004 0:00:00,2004
Zimbabwe,12867828,18809315361,44.7,Africa,01/01/2004 0:00:00,2004
South Sudan,7784488,18266825768,55.2,Africa,01/01/2004 0:00:00,2004
Afghanistan,24399948,32435754691,52,Asia & Pacific,01/01/2005 0:00:00,2005
Albania,3082172,22253070244,76.2,Europe,01/01/2005 0:00:00,2005
Algeria,33267887,392164760084,74.8,Arab States,01/01/2005 0:00:00,2005
American Samoa,59117,605557292,72,Asia & Pacific,01/01/2005 0:00:00,2005
Andorra,81223,3037819697,84.3,Europe,01/01/2005 0:00:00,2005
Angola,17912942,76069081554,55.2,Africa,01/01/2005 0:00:00,2005
Antigua and Barbuda,82565,1754024821,74.9,South/Latin America,01/01/2005 0:00:00,2005
Argentina,39145491,465694321852,75.3,South/Latin America,01/01/2005 0:00:00,2005
