Country,Population,GDP,Life_expectancy,Region,Year,Year_num
Venezuela,18912431,292208012433,72,South/Latin America,01/01/1988 0:00:00,1988
Vietnam,65313709,87233833852,68.7,Asia & Pacific,01/01/1988 0:00:00,1988
Zambia,7696070,19857613516,53.3,Africa,01/01/1988 0:00:00,1988
Zimbabwe,9866776,19594763262,64.4,Africa,01/01/1988 0:00:00,1988
South Sudan,5735170,8661583912,49.2,Africa,01/01/1988 0:00:00,1988
Afghanistan,11608351,12537263313,48.6,Asia & Pacific,01/01/1989 0:00:00,1989
Albania,3253659,16283032003,73.3,Europe,01/01/1989 0:00:00,1989
Algeria,25257671,267071429229,69.8,Arab States,01/01/1989 0:00:00,1989
Angola,10820992,41199603458,48.4,Africa,01/01/1989 0:00:00,1989
Antigua and Barbuda,61967,999675620,73.2,South/Latin America,01/01/1989 0:00:00,1989
Argentina,32263559,283994358956,72.3,South/Latin America,01/01/1989 0:00:00,1989
Armenia,3542720,14793633812,70.2,CIS,01/01/1989 0:00:00,1989
Aruba,61032,2215020096,73.4,South/Latin America,01/01/1989 0:00:00,1989
Australia,16849253,459946807699,76.4,Asia & Pacific,01/01/1989 0:00:00,1989
Austria,7669601,226130801831,75.4,Europe,01/01/1989 0:00:00,1989
Azerbaijan,7104058,58231798221,66,CIS,01/01/1989 0:00:00,1989
Bahamas,251855,6112987182,68.3,South/Latin America,01/01/1989 0:00:00,1989
Bahrain,481126,14691966175,71.6,Arab States,01/01/1989 0:00:00,1989
Bangladesh,103400571,103334030582,57.4,Asia & Pacific,01/01/1989 0:00:00,1989
Barbados,259454,3549060766,72.7,South/Latin America,01/01/1989 0:00:00,1989
Belarus,10206300,88989738475,71,CIS,01/01/1989 0:00:00,1989
Belgium,9952253,291331582608,75.6,Europe,01/01/1989 0:00:00,1989
Belize,183470,946355598,71.5,South/Latin America,01/01/1989 0:00:00,1989
Benin,4836240,6083457391,55.4,Africa,01/01/1989 0:00:00,1989
Bhutan,529284,1105345526,60.4,Asia & Pacific,01/01/1989 0:00:00,1989
Bolivia,6723046,23721052162,61,South/Latin America,01/01/1989 0:00:00,1989
Bosnia and Herzegovina,4559256,21787567666,74.1,Europe,01/01/1989 0:00:00,1989
Botswana,1339813,10442088722,62.7,Africa,01/01/1989 0:00:00,1989
Brazil,147801816,1572691393595,67.5,South/Latin America,01/01/1989 0:00:00,1989
Bulgaria,8878348,96460473858,71.5,Europe,01/01/1989 0:00:00,1989
Burkina Faso,8579825,9252824383,51.4,Africa,01/01/1989 0:00:00,1989
Burundi,5454475,5228689033,46.1,Africa,01/01/1989 0:00:00,1989
Cambodia,8723550,9603313377,57.2,Asia & Pacific,01/01/1989 0:00:00,1989
Cameroon,11716975,30798486109,58.2,Africa,01/01/1989 0:00:00,1989
Canada,27296517,856312031969,77.1,North America,01/01/1989 0:00:00,1989
Cape Verde,334473,872953950,68.3,Africa,01/01/1989 0:00:00,1989
Chad,5769273,7026373309,53.5,Africa,01/01/1989 0:00:00,1989
Chile,12928491,112773162175,72.8,South/Latin America,01/01/1989 0:00:00,1989
China,1135128009,2760344770168,66.6,Asia & Pacific,01/01/1989 0:00:00,1989
Colombia,33624442,243500251282,71.3,South/Latin America,01/01/1989 0:00:00,1989
Comoros,403003,775785287,56.8,Arab States,01/01/1989 0:00:00,1989
Costa Rica,3018953,21169808992,76.4,South/Latin America,01/01/1989 0:00:00,1989
Croatia,4780627,89107347244,72.4,Europe,01/01/1989 0:00:00,1989
Cuba,10486110,150256455038,74.7,South/Latin America,01/01/1989 0:00:00,1989
Cyprus,751047,16370633957,76.6,Europe,01/01/1989 0:00:00,1989
Denmark,5129472,161838094600,75.1,Europe,01/01/1989 0:00:00,1989
Djibouti,558810,1512629576,60.7,Arab States,01/01/1989 0:00:00,1989
Ecuador,9977380,85718375423,70.6,South/Latin America,01/01/1989 0:00:00,1989
Egypt,55035937,390453816586,64.8,Arab States,01/01/1989 0:00:00,1989
El Salvador,5184221,27589218484,66.5,South/Latin America,01/01/1989 0:00:00,1989
Equatorial Guinea,365451,432113392,48.5,Africa,01/01/1989 0:00:00,1989
Eritrea,3091083,2880535131,51.6,Africa,01/01/1989 0:00:00,1989
Estonia,1570051,21265488357,70.7,Europe,01/01/1989 0:00:00,1989
Ethiopia,46433604,30175593384,44.8,Africa,01/01/1989 0:00:00,1989
Fiji,724624,4198783441,64.9,Asia & Pacific,01/01/1989 0:00:00,1989
Finland,4967776,140615497186,75.1,Europe,01/01/1989 0:00:00,1989
France,56643349,1647318365304,76.9,Europe,01/01/1989 0:00:00,1989
French Guiana,110262,803797687,71.6,South/Latin America,01/01/1989 0:00:00,1989
French Polynesia,194249,4521675720,68.4,Asia & Pacific,01/01/1989 0:00:00,1989
Gabon,926648,10146616451,59.3,Africa,01/01/1989 0:00:00,1989
Gambia,881146,1294433606,60.8,Africa,01/01/1989 0:00:00,1989
Georgia,5466610,46613816821,70,CIS,01/01/1989 0:00:00,1989
Germany,78514790,2470350089495,75.5,Europe,01/01/1989 0:00:00,1989
Ghana,14232493,27218003540,57.5,Africa,01/01/1989 0:00:00,1989
Greece,10065859,200670949128,76.7,Europe,01/01/1989 0:00:00,1989
Greenland,55296,1774901278,64.2,Europe,01/01/1989 0:00:00,1989
Grenada,96871,726311022,69.7,South/Latin America,01/01/1989 0:00:00,1989
Guadeloupe,384583,1346317147,73.3,South/Latin America,01/01/1989 0:00:00,1989
Guatemala,8940285,49877890045,64,South/Latin America,01/01/1989 0:00:00,1989
Guinea,5763843,5855195776,51.2,Africa,01/01/1989 0:00:00,1989
Guinea-Bissau,1032797,1520932887,51.1,Africa,01/01/1989 0:00:00,1989
Guyana,726237,2056876349,64,South/Latin America,01/01/1989 0:00:00,1989
Haiti,6956301,16152777987,54,South/Latin America,01/01/1989 0:00:00,1989
Honduras,4766802,17877582601,69.7,South/Latin America,01/01/1989 0:00:00,1989
Hungary,10409854,177124827762,69.5,Europe,01/01/1989 0:00:00,1989
Iceland,252219,7476798584,78.5,Europe,01/01/1989 0:00:00,1989
India,852736160,1476891578103,57.9,Asia & Pacific,01/01/1989 0:00:00,1989
Indonesia,178233231,715398961511,63.5,Asia & Pacific,01/01/1989 0:00:00,1989
Iraq,17048167,220279856350,64.7,Arab States,01/01/1989 0:00:00,1989
Ireland,3561331,66268599765,75.9,Europe,01/01/1989 0:00:00,1989
Israel,4383341,83237270936,76.2,Europe,01/01/1989 0:00:00,1989
Italy,56997093,1535957478330,76.9,Europe,01/01/1989 0:00:00,1989
Jamaica,2371713,19900548930,74.8,South/Latin America,01/01/1989 0:00:00,1989
Japan,121831143,3371107299574,79,Asia & Pacific,01/01/1989 0:00:00,1989
Jordan,3209466,25953948136,71.2,Arab States,01/01/1989 0:00:00,1989
Kazakhstan,16471843,216854100247,68.3,CIS,01/01/1989 0:00:00,1989
Kenya,22668238,43786049728,62,Africa,01/01/1989 0:00:00,1989
Kiribati,70863,102204891,57.7,Asia & Pacific,01/01/1989 0:00:00,1989
Kuwait,2054443,120186022230,76.9,Arab States,01/01/1989 0:00:00,1989
Latvia,2665711,40488793868,70.5,Europe,01/01/1989 0:00:00,1989
Lebanon,2676615,7990076630,69,Arab States,01/01/1989 0:00:00,1989
Lesotho,1569936,2138536517,59.9,Africa,01/01/1989 0:00:00,1989
Liberia,2137018,3678146750,48.5,Africa,01/01/1989 0:00:00,1989
Libya,4294547,125004486737,72.9,Arab States,01/01/1989 0:00:00,1989
Lithuania,3683711,63246235382,71.8,Europe,01/01/1989 0:00:00,1989
Luxembourg,377708,19523882240,74.5,Europe,01/01/1989 0:00:00,1989
Madagascar,11205548,17565911327,55.4,Africa,01/01/1989 0:00:00,1989
Malawi,9073088,5078918899,48.6,Africa,01/01/1989 0:00:00,1989
Malaysia,17707064,162634268702,71.5,Asia & Pacific,01/01/1989 0:00:00,1989
Maldives,216553,742733383,65.1,Asia & Pacific,01/01/1989 0:00:00,1989
Mali,8322726,9181931640,49.5,Africa,01/01/1989 0:00:00,1989
Malta,352304,5916336985,76.8,Europe,01/01/1989 0:00:00,1989
Martinique,355346,3931211370,74.4,South/Latin America,01/01/1989 0:00:00,1989
Mauritania,1968870,4312313152,59.2,Arab States,01/01/1989 0:00:00,1989
Mauritius,1045588,6787394544,69,Africa,01/01/1989 0:00:00,1989
Mexico,83901643,981804121194,71.1,South/Latin America,01/01/1989 0:00:00,1989
Mongolia,2141006,9899789829,62,Asia & Pacific,01/01/1989 0:00:00,1989
Montenegro,615201,9516501493,74.5,Europe,01/01/1989 0:00:00,1989
Morocco,24489354,108830709946,67.1,Arab States,01/01/1989 0:00:00,1989
Mozambique,13181941,5473039263,51.1,Africa,01/01/1989 0:00:00,1989
Myanmar,41379635,67628916703,57.3,Asia & Pacific,01/01/1989 0:00:00,1989
Namibia,1360921,8360946987,61.5,Africa,01/01/1989 0:00:00,1989
Nepal,18285434,25349751511,57.5,Asia & Pacific,01/01/1989 0:00:00,1989
Netherlands,14816751,416965551593,76.8,Europe,01/01/1989 0:00:00,1989
Netherlands Antilles,189136,3536106643,74.5,South/Latin America,01/01/1989 0:00:00,1989
New Caledonia,165131,5931075383,70.4,Asia & Pacific,01/01/1989 0:00:00,1989
New Zealand,3360350,81319366697,75,Asia & Pacific,01/01/1989 0:00:00,1989
Nicaragua,4055262,13580817370,72.3,South/Latin America,01/01/1989 0:00:00,1989
Niger,7671233,6406315801,46.6,Africa,01/01/1989 0:00:00,1989
Nigeria,93179755,249385221842,54,Africa,01/01/1989 0:00:00,1989
Norway,4219532,171437208383,76.5,Europe,01/01/1989 0:00:00,1989
Oman,1741965,58472121913,71.4,Arab States,01/01/1989 0:00:00,1989
Pakistan,104530689,314740126037,61.8,Asia & Pacific,01/01/1989 0:00:00,1989
Panama,2419618,16449723153,74.6,South/Latin America,01/01/1989 0:00:00,1989
Papua New Guinea,4057406,6837096117,55.7,Asia & Pacific,01/01/1989 0:00:00,1989
Paraguay,4103909,28336034554,73.9,South/Latin America,01/01/1989 0:00:00,1989
Peru,21368856,130052160852,68.1,South/Latin America,01/01/1989 0:00:00,1989
Philippines,60391168,232412299692,67.3,Asia & Pacific,01/01/1989 0:00:00,1989
Poland,38094812,424361497293,71.2,Europe,01/01/1989 0:00:00,1989
Portugal,9886997,187157698730,74.6,Europe,01/01/1989 0:00:00,1989
Puerto Rico,3486638,86518994584,73.9,South/Latin America,01/01/1989 0:00:00,1989
Qatar,463062,28476604023,74.3,Arab States,01/01/1989 0:00:00,1989
Reunion,599452,3340493354,72.3,Asia & Pacific,01/01/1989 0:00:00,1989
Romania,23472562,335121629442,70,Europe,01/01/1989 0:00:00,1989
Rwanda,7239097,6339599339,50.2,Africa,01/01/1989 0:00:00,1989
Samoa,162001,567481906,68.5,Asia & Pacific,01/01/1989 0:00:00,1989
Sao Tome and Principe,111373,237478551,63.2,Africa,01/01/1989 0:00:00,1989
Saudi Arabia,15810980,639843195542,73.4,Arab States,01/01/1989 0:00:00,1989
Senegal,7285378,12258033511,57.4,Africa,01/01/1989 0:00:00,1989
Serbia,9450482,179179131325,72.3,Europe,01/01/1989 0:00:00,1989
Seychelles,70150,951761306,69.2,Africa,01/01/1989 0:00:00,1989
Sierra Leone,3878211,7778164052,52,Africa,01/01/1989 0:00:00,1989
Singapore,2943633,94367845418,74.5,Asia & Pacific,01/01/1989 0:00:00,1989
Slovenia,2000910,39528885859,73.2,Europe,01/01/1989 0:00:00,1989
Solomon Islands,303258,559251024,59.7,Asia & Pacific,01/01/1989 0:00:00,1989
Somalia,6285456,6242359742,49,Arab States,01/01/1989 0:00:00,1989
South Africa,35965131,324631323373,61.7,Africa,01/01/1989 0:00:00,1989
Spain,39110106,795809791768,76.9,Europe,01/01/1989 0:00:00,1989
Sri Lanka,17111785,54446624731,70.3,Asia & Pacific,01/01/1989 0:00:00,1989
Sudan,19284633,34668870586,58.7,Arab States,01/01/1989 0:00:00,1989
Suriname,400133,4165752148,69.6,South/Latin America,01/01/1989 0:00:00,1989
Swaziland,833787,3763751846,60.5,Africa,01/01/1989 0:00:00,1989
Sweden,8506236,253160279706,77.7,Europe,01/01/1989 0:00:00,1989
Switzerland,6618268,289717683742,77.7,Europe,01/01/1989 0:00:00,1989
Taiwan,20154000,392823675884,73.5,Asia & Pacific,01/01/1989 0:00:00,1989
Tajikistan,5160375,22067800979,65.5,CIS,01/01/1989 0:00:00,1989
Thailand,55812794,332649189463,70.8,Asia & Pacific,01/01/1989 0:00:00,1989
Timor-Leste,720198,759932408,57.5,Asia & Pacific,01/01/1989 0:00:00,1989
Togo,3684309,5707522824,57.6,Africa,01/01/1989 0:00:00,1989
Tonga,94943,394203401,69,Asia & Pacific,01/01/1989 0:00:00,1989
Trinidad and Tobago,1213625,14123437028,69,South/Latin America,01/01/1989 0:00:00,1989
Tunisia,8050936,42522988758,71.1,Arab States,01/01/1989 0:00:00,1989
Turkey,53066569,568194947366,67.5,Europe,01/01/1989 0:00:00,1989
Turkmenistan,3570558,30340773581,63.9,CIS,01/01/1989 0:00:00,1989
Uganda,16802258,11907195880,51.1,Africa,01/01/1989 0:00:00,1989
Ukraine,51343974,561293741717,70.4,CIS,01/01/1989 0:00:00,1989
United Arab Emirates,1712117,88341442814,70.3,Arab States,01/01/1989 0:00:00,1989
United Kingdom,56953861,1401833794544,75.4,Europe,01/01/1989 0:00:00,1989
United States,250340795,9353927918652,75.1,North America,01/01/1989 0:00:00,1989
Uruguay,3088985,31332747772,72.8,South/Latin America,01/01/1989 0:00:00,1989
Uzbekistan,20052259,63386810731,68,CIS,01/01/1989 0:00:00,1989
Vanuatu,142852,338921098,61.5,Asia & Pacific,01/01/1989 0:00:00,1989
Venezuela,19388262,273095175151,72.2,South/Latin America,01/01/1989 0:00:00,1989
Vietnam,66757401,90908454763,69,Asia & Pacific,01/01/1989 0:00:00,1989
Zambia,7921028,20047203859,52.6,Africa,01/01/1989 0:00:00,1989
Zimbabwe,10184966,20616831041,63.8,Africa,01/01/1989 0:00:00,1989
South Sudan,5771305,9334134985,50,Africa,01/01/1989 0:00:00,1989
Afghanistan,12067570,12426356914,49.5,Asia & Pacific,01/01/1990 0:00:00,1990
Albania,3281453,16598155392,73.3,Europe,01/01/1990 0:00:00,1990
Algeria,25912364,263202378504,70.2,Arab States,01/01/1990 0:00:00,1990
American Samoa,47044,305713064,70.2,Asia & Pacific,01/01/1990 0:00:00,1990
Andorra,54511,1504620674,81.7,Europe,01/01/1990 0:00:00,1990
Angola,11127870,41016413159,48.6,Africa,01/01/1990 0:00:00,1990
Antigua and Barbuda,61906,1032130459,73.5,South/Latin America,01/01/1990 0:00:00,1990
Argentina,32729740,278736107861,72.5,South/Latin America,01/01/1990 0:00:00,1990
Armenia,3544695,14228458298,70.1,CIS,01/01/1990 0:00:00,1990
Aruba,62148,2300332978,73.5,South/Latin America,01/01/1990 0:00:00,1990
Australia,17096869,466925048695,77,Asia & Pacific,01/01/1990 0:00:00,1990
Austria,7706571,234669435565,75.7,Europe,01/01/1990 0:00:00,1990
Azerbaijan,7216503,57059292411,65.6,CIS,01/01/1990 0:00:00,1990
Bahamas,256338,6011856206,68.5,South/Latin America,01/01/1990 0:00:00,1990
Bahrain,495944,14680203382,71.8,Arab States,01/01/1990 0:00:00,1990
Bangladesh,105983136,110798621751,57.9,Asia & Pacific,01/01/1990 0:00:00,1990
Barbados,260374,3421059462,73,South/Latin America,01/01/1990 0:00:00,1990
Belarus,10231983,87530364303,70.5,CIS,01/01/1990 0:00:00,1990
Belgium,9978241,300024473624,76,Europe,01/01/1990 0:00:00,1990
Belize,187552,1043927528,71.4,South/Latin America,01/01/1990 0:00:00,1990
Benin,5001271,6313979550,56.1,Africa,01/01/1990 0:00:00,1990
Bermuda,60931,2266220369,71.1,North America,01/01/1990 0:00:00,1990
Bhutan,535505,1231138703,61.4,Asia & Pacific,01/01/1990 0:00:00,1990
Bolivia,6856246,24938791631,61.6,South/Latin America,01/01/1990 0:00:00,1990
Bosnia and Herzegovina,4526996,19851241305,72.7,Europe,01/01/1990 0:00:00,1990
Botswana,1379814,11055905698,62.3,Africa,01/01/1990 0:00:00,1990
Brazil,150393143,1471029861179,67.9,South/Latin America,01/01/1990 0:00:00,1990
Bulgaria,8821111,86287475024,71.4,Europe,01/01/1990 0:00:00,1990
Burkina Faso,8811033,9119215557,51.4,Africa,01/01/1990 0:00:00,1990
Burundi,5613141,5418760163,45.6,Africa,01/01/1990 0:00:00,1990
Cambodia,9008856,9655333798,57.6,Asia & Pacific,01/01/1990 0:00:00,1990
Cameroon,12070359,30278633510,58.4,Africa,01/01/1990 0:00:00,1990
Canada,27662440,857198501249,77.4,North America,01/01/1990 0:00:00,1990
Cape Verde,341256,905785043,68.7,Africa,01/01/1990 0:00:00,1990
Chad,5958022,6596985227,53.7,Africa,01/01/1990 0:00:00,1990
Chile,13141202,116950379507,73.1,South/Latin America,01/01/1990 0:00:00,1990
China,1154605773,2908486035492,66.7,Asia & Pacific,01/01/1990 0:00:00,1990
Colombia,34271563,255905246825,71.5,South/Latin America,01/01/1990 0:00:00,1990
Comoros,415144,782398600,57.1,Arab States,01/01/1990 0:00:00,1990
Costa Rica,3095994,21939946184,76.6,South/Latin America,01/01/1990 0:00:00,1990
Croatia,4776374,82643739819,72.6,Europe,01/01/1990 0:00:00,1990
Cuba,10582082,149927157460,74.7,South/Latin America,01/01/1990 0:00:00,1990
Cyprus,766611,17578107822,76.8,Europe,01/01/1990 0:00:00,1990
Denmark,5140332,164096245929,75.1,Europe,01/01/1990 0:00:00,1990
Djibouti,588356,1532498173,61,Arab States,01/01/1990 0:00:00,1990
Dominica,70928,468539958,72.8,South/Latin America,01/01/1990 0:00:00,1990
Ecuador,10218085,87918395503,71.2,South/Latin America,01/01/1990 0:00:00,1990
Egypt,56397273,397920874537,65.2,Arab States,01/01/1990 0:00:00,1990
El Salvador,5252082,28339177697,67.7,South/Latin America,01/01/1990 0:00:00,1990
Equatorial Guinea,377363,422347802,48.9,Africa,01/01/1990 0:00:00,1990
Eritrea,3139083,2900573826,52.4,Africa,01/01/1990 0:00:00,1990
Estonia,1565320,20673302332,70.1,Europe,01/01/1990 0:00:00,1990
Ethiopia,48057094,30962169792,45.2,Africa,01/01/1990 0:00:00,1990
Fiji,728626,4304517698,65.1,Asia & Pacific,01/01/1990 0:00:00,1990
Finland,4986705,140490184781,75.1,Europe,01/01/1990 0:00:00,1990
France,56943299,1688617100248,77.2,Europe,01/01/1990 0:00:00,1990
French Guiana,115782,843918110,71.9,South/Latin America,01/01/1990 0:00:00,1990
French Polynesia,198370,4620728558,68.7,Asia & Pacific,01/01/1990 0:00:00,1990
Gabon,952269,10141618808,59.5,Africa,01/01/1990 0:00:00,1990
Gambia,916811,1351916892,61.3,Africa,01/01/1990 0:00:00,1990
Georgia,5460309,39742841677,69.9,CIS,01/01/1990 0:00:00,1990
Germany,78958237,2390389729520,75.4,Europe,01/01/1990 0:00:00,1990
Ghana,14628260,28124041404,58,Africa,01/01/1990 0:00:00,1990
Greece,10131737,200361112956,77,Europe,01/01/1990 0:00:00,1990
Greenland,55603,1566804204,64.6,Europe,01/01/1990 0:00:00,1990
Grenada,96286,765872249,69.9,South/Latin America,01/01/1990 0:00:00,1990
Guadeloupe,389907,1356809671,73.7,South/Latin America,01/01/1990 0:00:00,1990
Guatemala,9158547,51079298194,64.6,South/Latin America,01/01/1990 0:00:00,1990
Guinea,6034082,6057662126,52,Africa,01/01/1990 0:00:00,1990
Guinea-Bissau,1056208,1564991747,51.5,Africa,01/01/1990 0:00:00,1990
Guyana,720282,1992752739,64.2,South/Latin America,01/01/1990 0:00:00,1990
Haiti,7099733,16152170610,54.3,South/Latin America,01/01/1990 0:00:00,1990
Honduras,4903363,17869374731,70.3,South/Latin America,01/01/1990 0:00:00,1990
Hungary,10385061,165356992259,69.5,Europe,01/01/1990 0:00:00,1990
Iceland,254830,7570207340,78.3,Europe,01/01/1990 0:00:00,1990
India,870601776,1554232603935,58.2,Asia & Pacific,01/01/1990 0:00:00,1990
Indonesia,181436821,780640023625,64,Asia & Pacific,01/01/1990 0:00:00,1990
Iraq,17478455,220286176584,65.7,Arab States,01/01/1990 0:00:00,1990
Ireland,3563106,72002436770,76.3,Europe,01/01/1990 0:00:00,1990
Israel,4499161,87672945328,76.7,Europe,01/01/1990 0:00:00,1990
Italy,57007577,1564824223998,77,Europe,01/01/1990 0:00:00,1990
Jamaica,2385806,21010626647,74.8,South/Latin America,01/01/1990 0:00:00,1990
Japan,122249285,3542281017792,79,Asia & Pacific,01/01/1990 0:00:00,1990
Jordan,3358453,25130224775,71.5,Arab States,01/01/1990 0:00:00,1990
Kazakhstan,16530027,209090960927,68,CIS,01/01/1990 0:00:00,1990
Kenya,23446229,45630348973,61.8,Africa,01/01/1990 0:00:00,1990
Kiribati,72411,104390192,58,Asia & Pacific,01/01/1990 0:00:00,1990
Kuwait,2058832,92506306521,77.2,Arab States,01/01/1990 0:00:00,1990
Latvia,2663985,37437079753,69.6,Europe,01/01/1990 0:00:00,1990
Lebanon,2703019,10569809616,69.3,Arab States,01/01/1990 0:00:00,1990
Lesotho,1597534,2270069732,60.5,Africa,01/01/1990 0:00:00,1990
Liberia,2102877,1801156651,48.6,Africa,01/01/1990 0:00:00,1990
Libya,4398419,122996411959,73.4,Arab States,01/01/1990 0:00:00,1990
Lithuania,3697393,61550979703,71.5,Europe,01/01/1990 0:00:00,1990
Luxembourg,381787,20569692618,75.2,Europe,01/01/1990 0:00:00,1990
Madagascar,11545782,18254823557,56,Africa,01/01/1990 0:00:00,1990
Malawi,9408998,5321237880,48.8,Africa,01/01/1990 0:00:00,1990
Malaysia,18211097,179189218157,71.8,Asia & Pacific,01/01/1990 0:00:00,1990
Maldives,223179,861913842,66,Asia & Pacific,01/01/1990 0:00:00,1990
Mali,8482075,9242868023,50,Africa,01/01/1990 0:00:00,1990
Malta,355707,6298144673,77.1,Europe,01/01/1990 0:00:00,1990
Marshall Islands,47300,138158917,64.6,Asia & Pacific,01/01/1990 0:00:00,1990
Martinique,358458,3977709747,74.8,South/Latin America,01/01/1990 0:00:00,1990
Mauritania,2023665,4260544474,59.5,Arab States,01/01/1990 0:00:00,1990
Mauritius,1055865,7272673925,69.3,Africa,01/01/1990 0:00:00,1990
Mexico,85609404,1034010261251,71.5,South/Latin America,01/01/1990 0:00:00,1990
Mongolia,2184145,9590524671,62.3,Asia & Pacific,01/01/1990 0:00:00,1990
Montenegro,614999,8908023087,74.6,Europe,01/01/1990 0:00:00,1990
Morocco,24950128,112501885256,67.7,Arab States,01/01/1990 0:00:00,1990
Mozambique,13371971,5543505537,51.5,Africa,01/01/1990 0:00:00,1990
Myanmar,42007309,69686787241,57.6,Asia & Pacific,01/01/1990 0:00:00,1990
Namibia,1415447,8116494382,61.7,Africa,01/01/1990 0:00:00,1990
Nepal,18741688,27213838100,58.4,Asia & Pacific,01/01/1990 0:00:00,1990
Netherlands,14915139,435798870013,77,Europe,01/01/1990 0:00:00,1990
Netherlands Antilles,190405,3588693318,74.5,South/Latin America,01/01/1990 0:00:00,1990
New Caledonia,168537,6139197428,70.7,Asia & Pacific,01/01/1990 0:00:00,1990
New Zealand,3397534,81567320713,75.6,Asia & Pacific,01/01/1990 0:00:00,1990
Nicaragua,4144564,13313885425,73.3,South/Latin America,01/01/1990 0:00:00,1990
Niger,7911884,6312040572,47.2,Africa,01/01/1990 0:00:00,1990
Nigeria,95617345,281221762139,54.1,Africa,01/01/1990 0:00:00,1990
Northern Mariana Islands,43972,285707740,72.3,Asia & Pacific,01/01/1990 0:00:00,1990
Norway,4240375,175525655231,76.6,Europe,01/01/1990 0:00:00,1990
Oman,1812159,58716852744,72.1,Arab States,01/01/1990 0:00:00,1990
Pakistan,107607639,329902890695,62.1,Asia & Pacific,01/01/1990 0:00:00,1990
Panama,2471010,17228194920,74.9,South/Latin America,01/01/1990 0:00:00,1990
Papua New Guinea,4157903,6623139701,56,Asia & Pacific,01/01/1990 0:00:00,1990
Paraguay,4213740,29137992160,74.2,South/Latin America,01/01/1990 0:00:00,1990
Peru,21826658,123373771145,68.7,South/Latin America,01/01/1990 0:00:00,1990
Philippines,61947340,239812956282,67.6,Asia & Pacific,01/01/1990 0:00:00,1990
Poland,38195258,382985569654,70.9,Europe,01/01/1990 0:00:00,1990
Portugal,9890319,195444591736,74.2,Europe,01/01/1990 0:00:00,1990
Puerto Rico,3517984,89797223206,73.8,South/Latin America,01/01/1990 0:00:00,1990
Qatar,476478,29028974322,74.5,Arab States,01/01/1990 0:00:00,1990
Reunion,610582,3660129240,72.7,Asia & Pacific,01/01/1990 0:00:00,1990
Romania,23489361,298911764984,70,Europe,01/01/1990 0:00:00,1990
Rwanda,7259740,6120087148,50.5,Africa,01/01/1990 0:00:00,1990
Samoa,162865,542433591,69.1,Asia & Pacific,01/01/1990 0:00:00,1990
Sao Tome and Principe,113575,232366479,63.4,Africa,01/01/1990 0:00:00,1990
Saudi Arabia,16361453,743734264592,73.9,Arab States,01/01/1990 0:00:00,1990
Senegal,7514201,12818582831,57.8,Africa,01/01/1990 0:00:00,1990
Serbia,9517670,167061966012,72.5,Europe,01/01/1990 0:00:00,1990
Seychelles,70627,1029258944,69.1,Africa,01/01/1990 0:00:00,1990
Sierra Leone,3931208,7883548678,51.6,Africa,01/01/1990 0:00:00,1990
Singapore,3016400,101784444163,74.9,Asia & Pacific,01/01/1990 0:00:00,1990
Slovenia,2006520,36671109652,73.7,Europe,01/01/1990 0:00:00,1990
Solomon Islands,311849,569090573,60.1,Asia & Pacific,01/01/1990 0:00:00,1990
Somalia,6321615,6134351858,48.8,Arab States,01/01/1990 0:00:00,1990
South Africa,36793490,321776167802,62,Africa,01/01/1990 0:00:00,1990
Spain,39192055,829925162025,76.9,Europe,01/01/1990 0:00:00,1990
Sri Lanka,17330817,57919132029,70.5,Asia & Pacific,01/01/1990 0:00:00,1990
Sudan,20008804,31684023267,58.9,Arab States,01/01/1990 0:00:00,1990
Suriname,408276,4036912439,69.7,South/Latin America,01/01/1990 0:00:00,1990
Swaziland,862728,3827530325,60.7,Africa,01/01/1990 0:00:00,1990
Sweden,8559107,252546631450,77.6,Europe,01/01/1990 0:00:00,1990
Switzerland,6673920,299863373196,77.5,Europe,01/01/1990 0:00:00,1990
Taiwan,20326000,414329547924,73.8,Asia & Pacific,01/01/1990 0:00:00,1990
Tajikistan,5297286,21372263289,65.3,CIS,01/01/1990 0:00:00,1990
Thailand,56582824,369865483982,71,Asia & Pacific,01/01/1990 0:00:00,1990
Timor-Leste,740231,799263928,58.5,Asia & Pacific,01/01/1990 0:00:00,1990
Togo,3786942,5596936410,57.8,Africa,01/01/1990 0:00:00,1990
Tonga,95152,384302848,69.1,Asia & Pacific,01/01/1990 0:00:00,1990
Trinidad and Tobago,1221904,14461306253,69.1,South/Latin America,01/01/1990 0:00:00,1990
Tunisia,8232797,45956880323,71.8,Arab States,01/01/1990 0:00:00,1990
Turkey,53994605,617370490521,68.1,Europe,01/01/1990 0:00:00,1990
Turkmenistan,3668000,29486489799,63.9,CIS,01/01/1990 0:00:00,1990
Uganda,17384369,12392936488,50.7,Africa,01/01/1990 0:00:00,1990
Ukraine,51370009,547200668233,70,CIS,01/01/1990 0:00:00,1990
United Arab Emirates,1811458,104316149518,70.6,Arab States,01/01/1990 0:00:00,1990
United Kingdom,57110117,1412643942967,75.7,Europe,01/01/1990 0:00:00,1990
United States,252847810,9504443942830,75.4,North America,01/01/1990 0:00:00,1990
Uruguay,3109987,31601170234,73,South/Latin America,01/01/1990 0:00:00,1990
Uzbekistan,20515248,61775529507,67.8,CIS,01/01/1990 0:00:00,1990
Vanuatu,146633,354802070,61.9,Asia & Pacific,01/01/1990 0:00:00,1990
